Category ID,Name,Parent ID,Path,Depth,Amazon URL
17900247011,Amazon Key Home Kit Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Amazon Key Home Kit Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Amazon-Key-Home-Kit-Bundles/zgbs/amazon-devices/17900247011
17142716011,Echo Smart Speaker & Display Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Echo Smart Speaker & Display Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Echo-Smart-Speaker-Display-Bundles/zgbs/amazon-devices/17142716011
17142717011,Fire TV Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Fire TV Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Fire-TV-Bundles/zgbs/amazon-devices/17142717011
17142718011,Fire Tablet Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Fire Tablet Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Fire-Tablet-Bundles/zgbs/amazon-devices/17142718011
21579963011,Home Wi-Fi & Networking Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Home Wi-Fi & Networking Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Home-Wi-Fi-Networking-Bundles/zgbs/amazon-devices/21579963011
17142719011,Kindle E-reader Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Kindle E-reader Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Kindle-E-reader-Bundles/zgbs/amazon-devices/17142719011
21579961011,Smart Appliance Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Smart Appliance Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Appliance-Bundles/zgbs/amazon-devices/21579961011
21579962011,Wearable Technology Bundles,16926003011,Amazon Devices & Accessories > Amazon Devices > Amazon Device Bundles > Wearable Technology Bundles,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Wearable-Technology-Bundles/zgbs/amazon-devices/21579962011
23612137011,Astro Robots,2102313011,Amazon Devices & Accessories > Amazon Devices > Astro Robots,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Astro-Robots/zgbs/amazon-devices/23612137011
23747356011,Car Dash Cameras,2102313011,Amazon Devices & Accessories > Amazon Devices > Car Dash Cameras,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Car-Dash-Cameras/zgbs/amazon-devices/23747356011
9818047011,Echo Smart Speakers & Displays,2102313011,Amazon Devices & Accessories > Amazon Devices > Echo Smart Speakers & Displays,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Echo-Smart-Speakers-Displays/zgbs/amazon-devices/9818047011
21579966011,Receivers & Amplifiers,9818047011,Amazon Devices & Accessories > Amazon Devices > Echo Smart Speakers & Displays > Receivers & Amplifiers,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Receivers-Amplifiers/zgbs/amazon-devices/21579966011
21579965011,Smart Displays,9818047011,Amazon Devices & Accessories > Amazon Devices > Echo Smart Speakers & Displays > Smart Displays,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Displays/zgbs/amazon-devices/21579965011
119148199011,Smart Home Controls,9818047011,Amazon Devices & Accessories > Amazon Devices > Echo Smart Speakers & Displays > Smart Home Controls,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Home-Controls/zgbs/amazon-devices/119148199011
21579964011,Smart Speakers,9818047011,Amazon Devices & Accessories > Amazon Devices > Echo Smart Speakers & Displays > Smart Speakers,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Speakers/zgbs/amazon-devices/21579964011
8521791011,Fire TV,2102313011,Amazon Devices & Accessories > Amazon Devices > Fire TV,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Fire-TV/zgbs/amazon-devices/8521791011
21579968011,Smart TVs,8521791011,Amazon Devices & Accessories > Amazon Devices > Fire TV > Smart TVs,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-TVs/zgbs/amazon-devices/21579968011
119130818011,Soundbars,8521791011,Amazon Devices & Accessories > Amazon Devices > Fire TV > Soundbars,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Soundbars/zgbs/amazon-devices/119130818011
21579967011,Streaming Devices,8521791011,Amazon Devices & Accessories > Amazon Devices > Fire TV > Streaming Devices,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Streaming-Devices/zgbs/amazon-devices/21579967011
6669703011,Fire Tablets,2102313011,Amazon Devices & Accessories > Amazon Devices > Fire Tablets,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Fire-Tablets/zgbs/amazon-devices/6669703011
23673182011,Gaming Controllers,2102313011,Amazon Devices & Accessories > Amazon Devices > Gaming Controllers,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Gaming-Controllers/zgbs/amazon-devices/23673182011
21579960011,Home Wi-Fi & Networking,2102313011,Amazon Devices & Accessories > Amazon Devices > Home Wi-Fi & Networking,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Home-Wi-Fi-Networking/zgbs/amazon-devices/21579960011
6669702011,Kindle E-readers,2102313011,Amazon Devices & Accessories > Amazon Devices > Kindle E-readers,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Kindle-E-readers/zgbs/amazon-devices/6669702011
21579957011,Programmable Devices,2102313011,Amazon Devices & Accessories > Amazon Devices > Programmable Devices,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Programmable-Devices/zgbs/amazon-devices/21579957011
24231642011,Sleep Trackers,2102313011,Amazon Devices & Accessories > Amazon Devices > Sleep Trackers,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Sleep-Trackers/zgbs/amazon-devices/24231642011
21579959011,Smart Appliances,2102313011,Amazon Devices & Accessories > Amazon Devices > Smart Appliances,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Appliances/zgbs/amazon-devices/21579959011
17386948011,Smart Home Security & Lighting,2102313011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Home-Security-Lighting/zgbs/amazon-devices/17386948011
21579972011,Alarm Systems,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Alarm Systems,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Alarm-Systems/zgbs/amazon-devices/21579972011
17295887011,Amazon Device Smart Locks,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Amazon Device Smart Locks,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Amazon-Device-Smart-Locks/zgbs/amazon-devices/17295887011
21579969011,Doorbells & Chimes,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Doorbells & Chimes,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Doorbells-Chimes/zgbs/amazon-devices/21579969011
21579970011,Motion Detectors,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Motion Detectors,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Motion-Detectors/zgbs/amazon-devices/21579970011
21579975011,Security Cameras,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Security Cameras,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Security-Cameras/zgbs/amazon-devices/21579975011
21579974011,Sensors,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Sensors,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Sensors/zgbs/amazon-devices/21579974011
21579973011,Smart Lighting,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Smart Lighting,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Lighting/zgbs/amazon-devices/21579973011
21579977011,Smart Light Bulbs,21579973011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Smart Lighting > Smart Light Bulbs,5,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Light-Bulbs/zgbs/amazon-devices/21579977011
21579978011,Smart Light Switches,21579973011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Smart Lighting > Smart Light Switches,5,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Light-Switches/zgbs/amazon-devices/21579978011
21579976011,Smart Outdoor Lighting,21579973011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Smart Lighting > Smart Outdoor Lighting,5,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Outdoor-Lighting/zgbs/amazon-devices/21579976011
21579971011,Smart Plugs,17386948011,Amazon Devices & Accessories > Amazon Devices > Smart Home Security & Lighting > Smart Plugs,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Plugs/zgbs/amazon-devices/21579971011
21579958011,Wearable Technology,2102313011,Amazon Devices & Accessories > Amazon Devices > Wearable Technology,3,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Wearable-Technology/zgbs/amazon-devices/21579958011
23673186011,Earbuds,21579958011,Amazon Devices & Accessories > Amazon Devices > Wearable Technology > Earbuds,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Earbuds/zgbs/amazon-devices/23673186011
23673188011,Smart Glasses,21579958011,Amazon Devices & Accessories > Amazon Devices > Wearable Technology > Smart Glasses,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Glasses/zgbs/amazon-devices/23673188011
23673187011,Smart Wristbands,21579958011,Amazon Devices & Accessories > Amazon Devices > Wearable Technology > Smart Wristbands,4,https://www.amazon.com/Best-Sellers-Amazon-Devices-Accessories-Smart-Wristbands/zgbs/amazon-devices/23673187011
amazon-renewed,Amazon Renewed,root,Amazon Renewed,1,https://www.amazon.com/Best-Sellers-Amazon-Renewed/zgbs/amazon-renewed
24430048011,Renewed Automotive,amazon-renewed,Amazon Renewed > Renewed Automotive,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Automotive/zgbs/amazon-renewed/24430048011
17871145011,Renewed Camera & Photo,amazon-renewed,Amazon Renewed > Renewed Camera & Photo,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Camera-Photo/zgbs/amazon-renewed/17871145011
17871138011,Renewed Computers & Accessories,amazon-renewed,Amazon Renewed > Renewed Computers & Accessories,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Computers-Accessories/zgbs/amazon-renewed/17871138011
17871147011,Renewed Headphones,amazon-renewed,Amazon Renewed > Renewed Headphones,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Headphones/zgbs/amazon-renewed/17871147011
17871150011,Renewed Home & Kitchen,amazon-renewed,Amazon Renewed > Renewed Home & Kitchen,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Home-Kitchen/zgbs/amazon-renewed/17871150011
17871148011,Renewed Home Entertainment,amazon-renewed,Amazon Renewed > Renewed Home Entertainment,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Home-Entertainment/zgbs/amazon-renewed/17871148011
21614632011,Renewed Laptops,amazon-renewed,Amazon Renewed > Renewed Laptops,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Laptops/zgbs/amazon-renewed/21614632011
17871157011,Renewed Musical Instruments,amazon-renewed,Amazon Renewed > Renewed Musical Instruments,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Musical-Instruments/zgbs/amazon-renewed/17871157011
17871156011,Renewed Office Products,amazon-renewed,Amazon Renewed > Renewed Office Products,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Office-Products/zgbs/amazon-renewed/17871156011
17871155011,"Renewed Patio, Lawn & Garden",amazon-renewed,"Amazon Renewed > Renewed Patio, Lawn & Garden",2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Patio-Lawn-Garden/zgbs/amazon-renewed/17871155011
17871154011,Renewed Portable Bluetooth Speakers,amazon-renewed,Amazon Renewed > Renewed Portable Bluetooth Speakers,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Portable-Bluetooth-Speakers/zgbs/amazon-renewed/17871154011
17871142011,Renewed Smartphones,amazon-renewed,Amazon Renewed > Renewed Smartphones,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Smartphones/zgbs/amazon-renewed/17871142011
18730483011,Renewed Smartwatches,amazon-renewed,Amazon Renewed > Renewed Smartwatches,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Smartwatches/zgbs/amazon-renewed/18730483011
17939807011,Renewed Sports & Outdoors,amazon-renewed,Amazon Renewed > Renewed Sports & Outdoors,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Sports-Outdoors/zgbs/amazon-renewed/17939807011
17871139011,Renewed Tablets,amazon-renewed,Amazon Renewed > Renewed Tablets,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Tablets/zgbs/amazon-renewed/17871139011
17871151011,Renewed Tools & Home Improvement,amazon-renewed,Amazon Renewed > Renewed Tools & Home Improvement,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Tools-Home-Improvement/zgbs/amazon-renewed/17871151011
17871146011,Renewed Video Game Consoles & Accessories,amazon-renewed,Amazon Renewed > Renewed Video Game Consoles & Accessories,2,https://www.amazon.com/Best-Sellers-Amazon-Renewed-Renewed-Video-Game-Consoles-Accessories/zgbs/amazon-renewed/17871146011
appliances,Appliances,root,Appliances,1,https://www.amazon.com/Best-Sellers-Appliances/zgbs/appliances
3741261,Cooktops,appliances,Appliances > Cooktops,2,https://www.amazon.com/Best-Sellers-Appliances-Cooktops/zgbs/appliances/3741261
3741271,Dishwashers,appliances,Appliances > Dishwashers,2,https://www.amazon.com/Best-Sellers-Appliances-Dishwashers/zgbs/appliances/3741271
3741281,Built-In Dishwashers,3741271,Appliances > Dishwashers > Built-In Dishwashers,3,https://www.amazon.com/Best-Sellers-Appliances-Built-In-Dishwashers/zgbs/appliances/3741281
19201451011,Countertop Dishwashers,3741271,Appliances > Dishwashers > Countertop Dishwashers,3,https://www.amazon.com/Best-Sellers-Appliances-Countertop-Dishwashers/zgbs/appliances/19201451011
19201449011,Portable Dishwashers,3741271,Appliances > Dishwashers > Portable Dishwashers,3,https://www.amazon.com/Best-Sellers-Appliances-Portable-Dishwashers/zgbs/appliances/19201449011
3741331,Freezers,appliances,Appliances > Freezers,2,https://www.amazon.com/Best-Sellers-Appliances-Freezers/zgbs/appliances/3741331
3741341,Chest Freezers,3741331,Appliances > Freezers > Chest Freezers,3,https://www.amazon.com/Best-Sellers-Appliances-Chest-Freezers/zgbs/appliances/3741341
3741351,Upright Freezers,3741331,Appliances > Freezers > Upright Freezers,3,https://www.amazon.com/Best-Sellers-Appliances-Upright-Freezers/zgbs/appliances/3741351
2242350011,Home Appliance Warranties,appliances,Appliances > Home Appliance Warranties,2,https://www.amazon.com/Best-Sellers-Appliances-Home-Appliance-Warranties/zgbs/appliances/2242350011
2399939011,Ice Makers,appliances,Appliances > Ice Makers,2,https://www.amazon.com/Best-Sellers-Appliances-Ice-Makers/zgbs/appliances/2399939011
3741441,Range Hoods,appliances,Appliances > Range Hoods,2,https://www.amazon.com/Best-Sellers-Appliances-Range-Hoods/zgbs/appliances/3741441
3741411,Ranges,appliances,Appliances > Ranges,2,https://www.amazon.com/Best-Sellers-Appliances-Ranges/zgbs/appliances/3741411
3741421,Drop-In Ranges,3741411,Appliances > Ranges > Drop-In Ranges,3,https://www.amazon.com/Best-Sellers-Appliances-Drop-In-Ranges/zgbs/appliances/3741421
3741431,Freestanding Ranges,3741411,Appliances > Ranges > Freestanding Ranges,3,https://www.amazon.com/Best-Sellers-Appliances-Freestanding-Ranges/zgbs/appliances/3741431
2399946011,Slide-In Ranges,3741411,Appliances > Ranges > Slide-In Ranges,3,https://www.amazon.com/Best-Sellers-Appliances-Slide-In-Ranges/zgbs/appliances/2399946011
3741361,Refrigerators,appliances,Appliances > Refrigerators,2,https://www.amazon.com/Best-Sellers-Appliances-Refrigerators/zgbs/appliances/3741361
3741481,Wall Ovens,appliances,Appliances > Wall Ovens,2,https://www.amazon.com/Best-Sellers-Appliances-Wall-Ovens/zgbs/appliances/3741481
3741491,Combination Microwave & Wall Ovens,3741481,Appliances > Wall Ovens > Combination Microwave & Wall Ovens,3,https://www.amazon.com/Best-Sellers-Appliances-Combination-Microwave-Wall-Ovens/zgbs/appliances/3741491
3741501,Double Wall Ovens,3741481,Appliances > Wall Ovens > Double Wall Ovens,3,https://www.amazon.com/Best-Sellers-Appliances-Double-Wall-Ovens/zgbs/appliances/3741501
3741511,Single Wall Ovens,3741481,Appliances > Wall Ovens > Single Wall Ovens,3,https://www.amazon.com/Best-Sellers-Appliances-Single-Wall-Ovens/zgbs/appliances/3741511
2399955011,Warming Drawers,appliances,Appliances > Warming Drawers,2,https://www.amazon.com/Best-Sellers-Appliances-Warming-Drawers/zgbs/appliances/2399955011
2383576011,Washers & Dryers,appliances,Appliances > Washers & Dryers,2,https://www.amazon.com/Best-Sellers-Appliances-Washers-Dryers/zgbs/appliances/2383576011
13397481,Clothes Dryers,2383576011,Appliances > Washers & Dryers > Clothes Dryers,3,https://www.amazon.com/Best-Sellers-Appliances-Clothes-Dryers/zgbs/appliances/13397481
13397491,Clothes Washing Machines,2383576011,Appliances > Washers & Dryers > Clothes Washing Machines,3,https://www.amazon.com/Best-Sellers-Appliances-Clothes-Washing-Machines/zgbs/appliances/13397491
13755271,Combination Washers & Dryers,2383576011,Appliances > Washers & Dryers > Combination Washers & Dryers,3,https://www.amazon.com/Best-Sellers-Appliances-Combination-Washers-Dryers/zgbs/appliances/13755271
9709422011,Portable Clothes Washing Machines,2383576011,Appliances > Washers & Dryers > Portable Clothes Washing Machines,3,https://www.amazon.com/Best-Sellers-Appliances-Portable-Clothes-Washing-Machines/zgbs/appliances/9709422011
21490694011,Portable Dryers,2383576011,Appliances > Washers & Dryers > Portable Dryers,3,https://www.amazon.com/Best-Sellers-Appliances-Portable-Dryers/zgbs/appliances/21490694011
2399957011,Stacked Washer & Dryer Units,2383576011,Appliances > Washers & Dryers > Stacked Washer & Dryer Units,3,https://www.amazon.com/Best-Sellers-Appliances-Stacked-Washer-Dryer-Units/zgbs/appliances/2399957011
3741521,Wine Cellars,appliances,Appliances > Wine Cellars,2,https://www.amazon.com/Best-Sellers-Appliances-Wine-Cellars/zgbs/appliances/3741521
3741551,Built-In Wine Cellars,3741521,Appliances > Wine Cellars > Built-In Wine Cellars,3,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Built-In-Wine-Cellars/zgbs/kitchen/3741551
3741521,Wine Cellars,3741551,Appliances > Wine Cellars > Built-In Wine Cellars > Wine Cellars,4,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Wine-Cellars/zgbs/kitchen/3741521
3741541,Freestanding Wine Cellars,3741521,Appliances > Wine Cellars > Freestanding Wine Cellars,3,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Freestanding-Wine-Cellars/zgbs/kitchen/3741541
3741581,Wine Cellar Cooling Systems,3741521,Appliances > Wine Cellars > Wine Cellar Cooling Systems,3,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Wine-Cellar-Cooling-Systems/zgbs/kitchen/3741581
mobile-apps,Apps & Games,root,Apps & Games,1,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps
9408444011,Books & Comics,mobile-apps,Apps & Games > Books & Comics,2,https://www.amazon.com/Best-Sellers-Apps-Games-Books-Comics/zgbs/mobile-apps/9408444011
9408446011,Book Info & Reviews,9408444011,Apps & Games > Books & Comics > Book Info & Reviews,3,https://www.amazon.com/Best-Sellers-Apps-Games-Book-Info-Reviews/zgbs/mobile-apps/9408446011
9408445011,Book Readers & Players,9408444011,Apps & Games > Books & Comics > Book Readers & Players,3,https://www.amazon.com/Best-Sellers-Apps-Games-Book-Readers-Players/zgbs/mobile-apps/9408445011
10298305011,Business,mobile-apps,Apps & Games > Business,2,https://www.amazon.com/Best-Sellers-Apps-Games-Business/zgbs/mobile-apps/10298305011
9408434011,Accounting & Expenses,10298305011,Apps & Games > Business > Accounting & Expenses,3,https://www.amazon.com/Best-Sellers-Apps-Games-Accounting-Expenses/zgbs/mobile-apps/9408434011
9408452011,Document Editing,10298305011,Apps & Games > Business > Document Editing,3,https://www.amazon.com/Best-Sellers-Apps-Games-Document-Editing/zgbs/mobile-apps/9408452011
9408454011,Document Viewers,10298305011,Apps & Games > Business > Document Viewers,3,https://www.amazon.com/Best-Sellers-Apps-Games-Document-Viewers/zgbs/mobile-apps/9408454011
9408468011,Email Clients,10298305011,Apps & Games > Business > Email Clients,3,https://www.amazon.com/Best-Sellers-Apps-Games-Email-Clients/zgbs/mobile-apps/9408468011
9408456011,Graphic Design,10298305011,Apps & Games > Business > Graphic Design,3,https://www.amazon.com/Best-Sellers-Apps-Games-Graphic-Design/zgbs/mobile-apps/9408456011
